id,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cont0,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,target
153,A,B,A,C,B,D,A,E,E,H,0.3115942954951808,0.1927500337075793,0.17052598386681347,0.35499408715377945,0.7685616174725877,0.23966852838822375,0.2630435784209122,0.2726305578097805,0.5571887785919477,0.13840021038707334,0.2147530474487157,0.2586924237066112,0.4374404961422431,0.7492149763456334,6.851413295336026
155,A,B,A,C,B,D,A,E,G,H,0.6361223717399007,0.6255428163296826,0.12489144244043783,0.7615964807204332,0.5295604875896286,0.940356434425954,0.5643248616014217,0.9204797403722534,0.6129108215468637,0.7998144434725559,0.6260835524205933,0.4832895357827767,0.7773389046422349,0.7053500678842325,6.331024394326279
157,A,B,A,A,B,B,A,E,C,F,0.5118147213274737,0.7291023439092272,0.4474670638555914,0.20847089110823105,0.8073338790770402,0.39908842034953984,0.4605346731633088,0.2719597183122969,0.4298719783465039,0.6399710640793812,0.6883772762276437,0.3181006062190393,0.3603373602691044,0.7701680817243546,7.629542744498497
158,A,B,B,C,B,D,A,E,E,L,0.3301505240215489,0.2942503100554639,-0.011619946697165512,0.2312189052159982,0.4874368596646981,0.3658254838996389,0.42350377965742014,0.3809008068427613,0.1177085925016508,0.4457577170966373,0.6040129983881795,0.3118998271368277,0.6598808721764968,0.29722712216378805,8.78901597461857
159,A,B,B,C,B,D,A,D,A,F,0.4300244537227032,0.5566470788832404,0.21085842676115166,0.8352958911637459,0.5728131155582415,0.5653947601322497,0.6400391740352672,0.7337326763945095,0.4970725470220138,0.7878190294550885,0.5603115083158431,0.8793870358589817,0.9123258676914888,0.7260776172200101,8.893905542665676
162,A,B,A,C,B,D,A,D,C,J,0.4493545339549622,0.23623851630446266,0.5602298308355873,0.36260510965034304,0.4852656967277399,0.8197276751276967,1.0129001148976309,0.9284035913734128,0.8970758220151064,0.423342733734456,0.7391808605182535,0.734227821791615,0.7953088734188103,0.6572423059253985,8.859748227719173
163,A,A,A,A,B,B,A,E,C,F,0.5307666474233043,0.5523798935510632,0.5601982694901629,0.3333395096649845,0.2795225690034928,0.4490723524032672,0.8902259343300551,0.3022536904659777,0.5151779273146806,0.40370075497311897,0.581347990411917,0.8124253084089147,0.35031227084497235,0.3507705447526367,7.138348898355588
164,A,B,A,C,B,B,A,E,E,F,0.2831447222138248,0.15658341711351634,0.5313222344659353,0.18001926961836992,0.6470668423543944,0.19895267508078995,0.3049552517147583,0.22803807764349546,0.1651841406750392,0.3505016575357448,0.2315486688012942,0.26588142579015656,0.35171785058977484,0.25123398811017145,8.574307365989371
165,A,B,A,D,B,B,A,E,C,H,0.5335761389992658,0.6701303414080096,0.3362400200507392,0.15920149527352356,0.2782826188687134,0.3902334238627588,0.4063083437117753,0.2545289704550611,0.4012827055989661,0.44322197792308976,0.611083868712869,0.3731610863491949,0.3292282336093689,0.2896615324326819,7.61303642908905
167,A,B,A,C,B,D,A,E,E,B,0.3477270291501671,0.6747332064470742,0.4930680165024741,0.8636466521396894,0.7546390997896117,0.4351502675082101,0.3402753210680172,0.2609179332459036,0.3112859701053771,0.6111009085160177,0.5682607506746788,0.3973292277940714,0.6505139087550936,0.8058691048858795,7.691081545670643
168,A,B,A,C,C,D,A,E,G,F,0.8715522042104665,0.7458874401001354,0.3117479008716081,0.6488808100904898,0.27717148311277034,0.6797186651420972,0.4805951513461905,0.484354781027245,0.9133941317763188,0.8406638521875794,0.5771199246866986,0.34645454918574564,0.893273169418363,0.6719468357359338,8.441793990090714
169,A,B,A,A,B,B,A,E,C,F,0.2322801510043733,0.7385552998707702,0.5867805740974427,0.40494416652755777,0.7994253544022364,0.3851560056929469,0.4065840516258742,0.33061968643380635,0.4728512283739154,0.5667877071395583,0.4189078373223155,0.4147945600126822,0.34592436541982585,0.2743698198763302,7.038923451842678
171,A,A,A,A,B,B,A,E,C,F,0.5188607789688581,0.5530285150254908,0.22666125210978666,0.8654100069503166,0.8378910350805471,0.635066796233131,0.5837198319153352,0.7174876043353904,0.5381254126069062,0.8780484006222844,0.2833442516282381,0.8970385083728671,0.3831744182217153,0.5453242995604973,7.550737424387552
172,A,B,A,C,B,B,A,E,E,L,0.4137116572523613,0.42009374446682257,0.5190616266417712,0.1642865670896435,0.7816570170212633,0.2619479027810612,0.3206888311228073,0.499129432604296,0.28976945022516337,0.2830937810434001,0.31167253445695314,0.26718577624002204,0.4938102358800955,0.7678258935568942,7.147590282454455
176,B,B,A,A,B,D,A,E,C,I,0.510503577128061,0.5528828470759195,0.392921129518939,0.8519058248517736,0.6856178911349555,0.7415744428897767,0.3078127989442479,0.5022861747859374,0.41716029964601387,0.7602432146960435,0.7165401380399427,0.7086295007714257,0.7830217849388228,0.3880613105489038,6.209818701967284
177,A,B,A,C,B,D,A,D,D,F,0.2602884920828789,0.6193392997128999,0.43244916127378336,0.20025550130217248,0.7356231727687323,0.7452692833827921,0.38683378850879707,0.26776149213659994,0.3622954149808105,0.570756438015201,0.3044991819137647,0.5894168254659704,0.6132045563721968,0.7102992045751867,8.171679215260143
178,A,B,A,C,B,D,A,B,E,G,0.9266986236222958,0.017080370827127878,0.32380078236250304,0.5649192316900578,0.5260084284961235,0.9765452434392896,0.2759597151589661,0.6496783314546188,0.8652957458185838,0.8357302486213924,0.29445384098637,0.6768124009070932,0.2844376593298173,0.4132788695493901,8.936009845865698
180,A,B,A,A,B,B,A,E,E,F,0.3741066960890668,0.6192952090667558,0.5226531335715228,0.4338825178086605,0.574065654465688,0.23674124766217305,0.2649826685222124,0.2663000785395452,0.3339151865909925,0.10566187140451186,0.1474868256652899,0.21994636111263094,0.3094202136553446,0.3004132486578627,6.082170173702541
181,B,A,A,A,B,D,A,E,C,K,0.4812558536948722,0.630988165588054,0.4489194537292472,0.1922014848873138,0.3123006190645401,0.744296347071655,0.5825541908306456,0.2289175318679587,0.4655112949201883,0.5020080831982883,0.7826972791667901,0.6847330642341136,0.7660573966391825,0.1835080422325455,7.021168711444511
183,A,B,A,C,B,B,A,E,E,I,0.34316692950303324,0.6512287481672328,0.4160304692939012,0.2330134926999532,0.7913321899904787,0.2185846471908476,0.3093703904206898,0.2315567475654735,0.29334266717459795,0.22532722192347004,0.1503280090960039,0.1920890347713935,0.3087434567859492,0.2930577087009472,6.206011387853838
184,A,B,A,C,B,B,A,E,C,I,0.5075268396693571,0.6190158478567718,0.5482214246455767,0.3185724941579885,0.2808856569235756,0.460514665712122,0.2341075695743861,0.2546726064958329,0.2912873552315507,0.4389335033504916,0.3634242333310691,0.30285324587239426,0.346843647755074,0.239316330374478,6.533129977598275
185,A,A,A,C,B,B,A,E,E,K,0.3750989628467823,0.6922537776654053,0.1781926302780788,0.4300754006600366,0.8271820596097997,0.2153643099415667,0.3749262701392542,0.5067625956870531,0.2607540901374989,0.21671982664852849,0.20050826703180136,0.5949216515803845,0.2994847583756393,0.28826591947835994,6.449285470668854
187,A,B,A,C,B,B,A,E,C,I,0.4738134444507807,0.6793876273721183,0.31831424692008603,0.1948987998094904,0.2794503445954163,0.3142380708939883,0.76030959096671,0.2584054227929852,0.3746223793764336,0.4636498430447621,0.40052275388598463,0.566984011123972,0.6779419589044149,0.4050637885466242,6.695583415643961
190,A,A,A,C,B,B,A,D,A,I,0.98999934276862,0.08007832862119847,0.3241732135827931,0.3715462835862271,0.502536392918414,0.22862663753434165,0.4075088871300025,0.4915037923753569,0.449647117671403,0.8085060422336965,0.5779800465186774,0.8743325893336426,0.3306457799846719,0.7932632705936996,6.506504915887601
192,B,A,A,C,B,B,A,E,C,F,0.3392211653932842,0.6995332603997955,0.7749690264368473,0.1928951999132089,0.4176197344595297,0.4029702783290461,0.3933983800159105,0.3502496322145565,0.3868104183740412,0.3339835661535564,0.3174909121736041,0.4672345816537412,0.3003009759370613,0.5831027629338972,7.365668190222287
198,A,A,A,C,B,B,A,E,C,F,0.6394876947362034,0.4853762089029204,0.5484953160601117,0.4809763061548563,0.2614837282500575,0.3843094620474172,0.3787999446743312,0.92942336364589,0.4573806203080267,0.4559822428663648,0.3483515202281157,0.22364846267705696,0.4802705218169642,0.6828766081813292,6.778773668599175
201,A,B,A,C,B,D,A,E,A,H,0.8588789242016949,0.10245030027395703,0.32852245834142035,0.4175295170152576,0.4398322237926498,0.935305320020062,0.4215161454318274,0.6442747751158764,0.9275879117254984,0.8046341807906079,0.6057568727467678,0.9566704293244244,0.8510543889032005,0.7785312025728492,7.775340606568124
205,A,A,A,A,B,D,A,E,C,F,0.5057326813981312,0.6480319971002438,0.6727155372857768,0.3674053036456431,0.3143088987769799,0.7141271950805959,0.3709257140130377,0.26950768267480074,0.4858471536045889,0.6253026136380996,0.7374504097567751,0.5181190683021921,0.6417090313667236,0.6763737265559753,7.768962672937
208,A,B,A,C,B,B,A,E,E,I,0.33200984059515143,0.4217422977777273,0.4980703902418389,0.3849222847043086,0.7014203151341329,0.22894302727491636,0.20155736046170095,0.2474631524006926,0.2946772313229777,0.3298248480228273,0.20209239671294896,0.25337102128085703,0.32805704583894874,0.21441522143315966,7.189742269221936
209,A,B,A,C,B,B,A,E,E,L,0.0509153530552649,0.2920606143355192,0.5472457590311647,0.38767114305202,0.28019792199886223,0.4396199073901473,0.2961301445179823,0.2461140410065247,0.2917278225240741,0.15508952751235794,0.2348251097062405,0.2232357261033618,0.4429999060970784,0.2917943274552261,7.16498054309599
210,A,B,A,C,B,B,A,E,C,G,0.4549977228612344,0.6775565570215295,0.4141581318658087,0.4305317096292712,0.8726782395041277,0.2551597443152453,0.2815529146675635,0.2381839346436109,0.2456605575530501,0.3405775257550977,0.22324807750473413,0.3160180896139149,0.318166135279638,0.4854255179965642,8.138118699444512
211,A,A,A,A,B,D,A,E,C,F,0.5262730702100284,0.7379797622222467,0.6093140628553393,0.28309005142507243,0.2799225082018791,0.44675031520735015,0.6180768340920085,0.7271006634654441,0.4313832498216403,0.4897556287517663,0.7402606548510451,0.7193098834979794,0.3243613429828857,0.33311347550728154,8.031627135306419
213,A,A,A,A,B,D,A,D,G,M,0.9286503437274202,0.7458917484424354,0.21117223542346653,0.7767314405805491,0.5606155119256612,0.5228471117730362,0.6957547279910173,0.28959123049507385,0.8938132931875831,0.7024407004279138,0.4939637303278418,0.6179249138910722,0.8316480185450056,0.22948243355165304,6.6192468559992115
214,A,B,A,A,B,D,A,E,E,L,0.3923930594604367,0.485190430579261,0.9452875822939658,0.4169956913855871,0.7891321985990642,0.26322414435140823,0.1621104592039294,0.2294621058814393,0.2775592426074549,0.2071435386560454,0.1869304232841827,0.15713168415982282,0.5065478433951386,0.2019142726692965,6.534327896413036
215,A,A,A,C,B,D,A,E,G,I,0.5407945393810352,0.29491836844891584,0.6776891178794865,0.7676301761390152,0.2775698708103232,0.7170487246314762,0.4745566830933986,0.2642652651085512,0.5981901626981438,0.8065161205703939,0.5783215570828847,0.7766987336594766,0.7979820393304946,0.5119161464806629,6.485468499347453
216,B,A,A,D,B,B,A,E,E,I,0.40662687129535935,0.5526038455142793,0.4104802512759937,0.7641780846105288,0.8430413383657679,0.3454189631546968,0.3354819907117013,0.8892434970298354,0.404066467199438,0.35141031785443616,0.24680194311456616,0.8758348224592709,0.2880722104288024,0.2891796000663789,8.270199203162766
219,A,B,A,C,B,D,A,E,C,L,0.8598707363999205,0.2920785247984065,0.1381798788171381,0.6125208780407073,0.4907996712576878,0.8884884089875609,0.3334270009086378,0.7698509149441157,0.9319514862401668,0.8337357703816747,0.3544294393289639,0.8120379914801304,0.5314967292921454,0.8171308112541537,8.094596965555127
221,A,A,A,C,B,D,A,E,E,I,0.9239668209916976,0.4176783295765976,0.1444021236182843,0.7696409985932704,0.3948250403451859,0.9125799368592088,0.7072849530294852,0.6906516258742165,0.6059891608306384,0.7976433158748476,0.5969270697935974,0.8062134181068383,0.8346542649543983,0.2895299772659865,8.256302560079039
222,A,A,A,C,B,B,A,E,C,A,0.5056244231595463,0.2956997133458353,0.3344372959861221,0.3323158954740309,0.2816863908368051,0.5983477922732414,0.3715195236224728,0.41329771344551264,0.4939595635380539,0.3468257973356667,0.3633544289366433,0.6328795583239207,0.31659822179348984,0.25356359459430244,7.699236762556972
223,A,B,A,C,B,B,A,E,D,N,0.5151117398332954,0.2954565068173349,0.42235742932426185,0.1887132570778179,0.8296755295113291,0.3275824076680185,0.2986623806948432,0.6645562570066311,0.3783390680848567,0.28221723571749824,0.4174278544539581,0.3637950322858309,0.32289608376492657,0.2252328972270941,7.973695308628007
226,A,B,A,C,B,B,A,E,C,L,0.5907430283430926,0.5558896598374149,0.4810516174713874,0.2914021219788959,0.8170909737766134,0.4255776272196808,0.4006011722602125,0.2289952423657439,0.3603145773571092,0.3548100858045589,0.531032607211689,0.6298884817111486,0.3533536074657198,0.3122646704122577,7.777849959023004
227,A,B,A,A,B,B,A,E,G,G,0.3316199392623909,0.6181762852589068,0.15274335560720398,0.4284030081907346,0.7592449056451743,0.6024700583939174,0.4094316015433313,0.3373017602190117,0.3602801763227837,0.4664496987733606,0.4787915139014782,0.3244784548150972,0.7231966104403791,0.3659501045949843,7.305885006265793
228,A,B,B,C,B,B,A,E,E,L,0.3837072129145113,0.4178423273264841,0.37512936710617617,0.7216904362782345,0.7626381275141859,0.19729328036510485,0.40846998296134135,0.4668575893278159,0.288757595273178,0.3134036979130006,0.0975630354259923,0.11617296115839545,0.5440632509989984,0.8088239860555486,6.7879555758482
231,A,A,A,A,B,D,A,E,C,F,0.5648253126929275,0.6423679663650685,0.495801733664568,0.2497291273784437,0.2790994530509781,0.5865017086168297,0.4515162147801926,0.44541014520310296,0.4380301715983303,0.6592280612122172,0.6994610747380574,0.7251648663623991,0.7962704189686639,0.26960085153114016,6.471357523248216
232,A,A,A,A,B,C,A,E,G,I,0.5054749038250895,0.6171213222428532,0.4692845842051529,0.5452703288655295,0.2786913251912141,0.5867160494324357,0.6767471715236794,0.4563024880743942,0.4444862451770013,0.8304746005119089,0.6395997996075821,0.6935606855947954,0.7119229878092812,0.28696436622667065,6.602163357179535
233,A,B,A,C,B,B,A,E,G,F,0.6357341240099803,0.4204115723907593,0.6128745299970603,0.6842574826711968,0.7399729863663822,0.5304903405980601,0.370412354516828,0.21977416758604465,0.5864521974087535,0.2642711941278008,0.5175603928755121,0.1998499331604247,0.8290832842863376,0.3549083601900703,6.530322851352825
236,A,B,B,C,B,B,A,E,A,G,0.3524775176226556,0.4885009573119483,0.31319077014478197,0.8479750180552765,0.4799527199581368,0.4277788525923332,0.6692248094781228,0.7042986230670927,0.6659278544253578,0.5626920193001179,0.9793944116881432,0.4405506779823679,0.35698400254232315,0.8241127900215817,8.160087613467766
237,A,A,A,A,B,B,A,E,E,L,0.3555608006226301,0.6557112819004844,0.6566965236266791,0.35096546894712616,0.2804514661581832,0.2930584371351594,0.31737746232026065,0.34360634815559155,0.3020209038211193,0.4180726735713869,0.20759777131033105,0.3728964923049157,0.364614754976456,0.29070427209603955,7.936495407463345
240,A,A,A,A,B,C,A,E,C,K,0.5264982421843273,0.7318350021841508,0.7839579015026701,0.21813204577123854,0.8072389848521541,0.5291578061255532,0.7620485848392614,0.27003280676195657,0.4285934224835512,0.8760311100645265,0.4566054305836989,0.7152884368258158,0.7048992952537451,0.18306198687448602,5.970817689465342
242,A,A,A,C,B,B,A,E,C,I,0.5516344896036056,0.7998874875861814,0.5484738272711579,0.16427059661865034,0.8836828634344643,0.35109857806487266,0.43114264862697455,0.6702813618886314,0.3785097465357541,0.30837229435726016,0.5516565638936235,0.2688966770682095,0.34827818732410565,0.8003525343630145,7.8233513205371805
244,A,A,A,C,B,D,A,E,C,F,0.4540865744300754,0.7296587362958185,0.4968024333863314,0.14397527130733356,0.2773325939080081,0.4731160100783444,0.35591699322625625,0.2766790469869494,0.3173888890301358,0.3846155730561552,0.7558858864840337,0.36586860960871975,0.6118430528569948,0.17830199633398394,5.93098366403248
246,A,B,A,C,B,D,A,D,C,L,0.4045034018595575,0.4181806188533579,0.5458206763093681,0.16738313063738916,0.7145257917233311,0.704686646679592,0.27330314096089003,0.33027497002057044,0.3908595977058136,0.3228405492696892,0.3905152852086032,0.3029425246839642,0.3804173478879401,0.2723907740036266,4.662828438689354
248,A,A,B,A,B,B,A,E,C,M,0.4880770699968335,0.735523828035884,0.578311124375436,0.20861386957784173,0.27947073614047696,0.4305639633635408,0.24565695952929745,0.3455578254886964,0.19004050487504373,0.5364005639946097,0.4139757548701191,0.480028360551461,0.3188288789364422,0.5800064656255466,7.485157930539931
249,A,B,A,A,B,B,A,E,E,F,0.08822391358388867,0.6759413324639634,0.4127118201988657,0.7777710535698095,0.5854721382379748,0.17262530840090773,0.34920336725663903,0.31061780485615376,0.09492717841105076,0.2007701811837664,0.19633897491579935,0.19656768452508636,0.4067533413455477,0.2136995254311493,8.000910185858485
250,A,A,A,A,B,B,A,E,E,F,0.3457575622908373,-0.016025183741207844,0.14210419583889464,0.4671628863325661,0.28150003538355056,0.17955921285025556,0.34419565061003404,0.2825819354343075,0.17782666258986113,0.40687925348808857,0.10907157968223304,0.17425919981714946,0.3159216754241093,0.2660980658190465,8.512813391874733
254,A,A,A,C,B,B,A,E,G,I,0.3328424270157202,0.04199717094133959,0.3220165170882734,0.7419800800977581,0.2799709994987007,0.7381831318503321,0.3693173047924767,0.2833943890694641,0.3591512117430916,0.8297449129133985,0.4566039598629181,0.3646865966360252,0.3084097008352813,0.6655500630333192,6.83663339146118
257,A,B,A,C,B,B,A,E,C,A,0.5210801729061518,0.7618129166637475,0.4668570750345885,0.19883325527743648,0.871192469356494,0.3640687322638864,0.3200895184645469,0.2426366096828444,0.4078056623392549,0.4306789581945533,0.3641913446092735,0.3857378979298864,0.341941894230092,0.2689198250346085,7.655780393910016
